Supplier Type,Supplier Name,Vlookup1,Vlookup2,DGS Certification,Supplier ID,Supplier #,PO ID,PO #,PO Date,Ln-Sch-Dst,Line Descr,NIGP,O/I,Category,Goods (Amt),Services (Amt),Construction (Amt),IT (Amt),
,AMERICAN COLLEGE HEALTH A,,,LRG,38841,0,2000028349,0,3/15/24,03 01 01,Survey Customizations,96200,,SERVICES,$0.00,$300.00,$0.00,$0.00,
,AMERICAN COLLEGE PERSONNE,,,LRG,34784,1,2000026922,1,8/2/23,01 01 01,ACPA Membership 23/24 9/14/23 - 9/14/24,96200,,SERVICES,$0.00,"$8,000.00",$0.00,$0.00,
,AMERICAN MODELING TEACHER,,,LRG,45685,1,2000027036,1,8/21/23,01 01 01,Licensing Fees for Use of AMTA Modeling,92400,,SERVICES,$0.00,"$2,700.00",$0.00,$0.00,
,AMERICAN PROFICIENCY INST,,,LRG,35111,1,2000027496,1,10/24/23,01 01 01,2024 Renewal Order Proficiency,96200,,SERVICES,$0.00,"$4,459.00",$0.00,$0.00,
,AMERICAN PROFICIENCY INST,,,LRG,35111,0,2000027496,0,10/24/23,02 01 01,Renewal Order Previous year credit,96200,,SERVICES,$0.00,-$141.67,$0.00,$0.00,
,AMF MEDIA GROUP,,,LRG,43981,1,2000023969,1,6/8/22,04 01 01,Public relations and consulting services,91500,,IT,$0.00,$0.00,$0.00,"$10,000.00",
,"AMG & ASSOCIATES, INC.",,,LRG,50065,1,2000021385,1,10/18/21,07 01 01,SP6363 CRANDALL GYM CCO5- (Extra $279017,96200,,SERVICES,$0.00,"$279,017.00",$0.00,$0.00,
,"AMG & ASSOCIATES, INC.",,,LRG,50065,0,2000023354,1,2/13/24,02 01 01,MJ0085 Tech Park Phase 2 - Design-Build,96200,,SERVICES,$0.00,"-$3,869,240.98",$0.00,$0.00,
,"AMG & ASSOCIATES, INC.",,,LRG,50065,0,2000023354,0,2/13/24,05 01 01,MJ0085 Tech Park Ph 2 - Design Build CCO,96200,,SERVICES,$0.00,"$95,694.05",$0.00,$0.00,
,"AMG & ASSOCIATES, INC.",,,LRG,50065,0,2000023354,0,2/13/24,06 01 01,MJ0085 Tech Park Ph 2 Design-Build credi,96200,,SERVICES,$0.00,"-$4,839.30",$0.00,$0.00,
,"AMG & ASSOCIATES, INC.",,,LRG,50065,0,2000023354,0,2/13/24,07 01 01,Internal cfs change - MJ0085 TECH PARK P,96200,,SERVICES,$0.00,"$3,869,240.98",$0.00,$0.00,
,"AMG & ASSOCIATES, INC.",,,LRG,50065,0,2000023354,0,2/13/24,08 01 01,MJ0085 Tech Park Ph 2 - Design Build CCO,96200,,SERVICES,$0.00,"$60,328.07",$0.00,$0.00,
,"AMG & ASSOCIATES, INC.",,,LRG,50065,0,2000023354,0,2/13/24,09 01 01,MJ0085 Tech Park Ph 2 - Design Build CCO,96200,,SERVICES,$0.00,"-$56,808.58",$0.00,$0.00,
,ANSYS INC,SCANSYS INC,SB(Micro),LRG,16096,1,2000026802,1,7/20/23,01 01 01,Ansys GRANTA EduPack (125) - Lease Dates,20800,,IT,$0.00,$0.00,$0.00,"$12,877.50",
,"APP,BRITTANY DBA APPS PHO",,,LRG,33329,1,2000027196,1,9/7/23,01 01 01,Photography Services,96200,,SERVICES,$0.00,$980.00,$0.00,$0.00,
,"APP,BRITTANY DBA APPS PHO",,,LRG,33329,0,2000027196,0,9/7/23,01 01 01,Photography Services,96200,,SERVICES,$0.00,-$105.00,$0.00,$0.00,
,"APP,BRITTANY DBA APPS PHO",,,LRG,33329,0,2000027196,0,9/7/23,02 01 01,Voiceover Services,96200,,SERVICES,$0.00,$300.00,$0.00,$0.00,
,"APP,BRITTANY DBA APPS PHO",,,LRG,33329,0,2000027196,0,9/7/23,03 01 01,Tax,96200,,SERVICES,$0.00,$9.19,$0.00,$0.00,
,"APP,BRITTANY DBA APPS PHO",,,LRG,33329,0,2000027196,0,9/7/23,03 01 01,Tax,96200,,SERVICES,$0.00,-$1.53,$0.00,$0.00,
,"APP,BRITTANY DBA APPS PHO",,,LRG,33329,0,2000027739,1,12/12/23,01 01 01,Photography Services,96200,,SERVICES,$0.00,"$3,000.00",$0.00,$0.00,
,"APP,BRITTANY DBA APPS PHO",,,LRG,33329,0,2000028340,1,3/7/24,01 01 01,Photography Services,96200,,SERVICES,$0.00,$980.00,$0.00,$0.00,
,"APP,BRITTANY DBA APPS PHO",,,LRG,33329,0,2000028340,0,3/7/24,02 01 01,Voiceover Services,96200,,SERVICES,$0.00,$100.00,$0.00,$0.00,
,"APP,BRITTANY DBA APPS PHO",,,LRG,33329,0,2000028340,0,3/7/24,03 01 01,Sales Tax,96200,,SERVICES,$0.00,$9.19,$0.00,$0.00,
OSB,APPL TECH,,,SB,4681,1,2000028045,1,1/29/24,03 01 01,RADIO; UHF (380-470MHZ) 5W NXDN CONVENTI,72500,,IT,$0.00,$0.00,$0.00,"$3,490.24",
OSB,APPL TECH,,,SB,4681,0,2000028045,0,1/29/24,04 01 01,ELECTRONIC LICENSE KEY FOR P25 CONVENTIO,72500,,IT,$0.00,$0.00,$0.00,"$2,012.50",
OSB,APPL TECH,,,SB,4681,0,2000028045,0,1/29/24,05 01 01,UHF ANTENNA 440-490MHz,72500,,IT,$0.00,$0.00,$0.00,$69.44,
OSB,APPL TECH,,,SB,4681,0,2000028045,0,1/29/24,06 01 01,BATTERY LI-ION 3400MAH (HIGH CAPACITY),72500,,IT,$0.00,$0.00,$0.00,$760.13,
OSB,APPL TECH,,,SB,4681,0,2000028045,0,1/29/24,07 01 01,RAPID RATE CHARGER,72500,,IT,$0.00,$0.00,$0.00,$338.59,
OSB,APPL TECH,,,SB,4681,0,2000028045,0,1/29/24,08 01 01,SPEAKER MIC; MIL-STD NOISE CANCELING 2 P,72500,,IT,$0.00,$0.00,$0.00,$423.05,
OSB,APPL TECH,,,SB,4681,0,2000028045,0,1/29/24,09 01 01,AES & DES Encryption  Module (multi-key),72500,,IT,$0.00,$0.00,$0.00,"$2,329.20",
OSB,APPL TECH,,,SB,4681,0,2000028045,0,1/29/24,10 01 01,FREIGHT CHARGES,96200,,IT,$0.00,$0.00,$0.00,$95.00,
OSB,APPL TECH,,,SB,4681,0,2000028052,1,2/2/24,02 01 01,Radio; UHF (400-520MHZ) PORTABLE 5W 512C,72500,,IT,$0.00,$0.00,$0.00,"$1,086.34",
OSB,APPL TECH,,,SB,4681,0,2000028052,0,2/2/24,02 01 01,Radio; UHF (400-520MHZ) PORTABLE 5W 512C,72500,,IT,$0.00,$0.00,$0.00,-$0.01,
OSB,APPL TECH,,,SB,4681,0,2000028052,0,2/2/24,03 01 01,UHF WHIP ATENNA 440-490MHz,72500,,IT,$0.00,$0.00,$0.00,$27.78,
OSB,APPL TECH,,,SB,4681,0,2000028052,0,2/2/24,04 01 01,BATTERY; 2860MAH LI-ION IP67 BEST FOR TR,72500,,IT,$0.00,$0.00,$0.00,$222.67,
OSB,APPL TECH,,,SB,4681,0,2000028052,0,2/2/24,05 01 01,110 RAPID RATE CHARGER,72500,,IT,$0.00,$0.00,$0.00,$105.11,
OSB,APPL TECH,,,SB,4681,0,2000028052,0,2/2/24,06 01 01,SPEAKER MIC; MIL-STD NOISE-CANCELING 2 P,72500,,IT,$0.00,$0.00,$0.00,$169.22,
OSB,APPL TECH,,,SB,4681,0,2000028052,0,2/2/24,07 01 01,License Key for KPG-D3NK - (requires KPT,72500,,IT,$0.00,$0.00,$0.00,$108.50,
OSB,APPL TECH,,,SB,4681,0,2000028052,0,2/2/24,08 01 01,FREIGHT CHARGES,72500,,IT,$0.00,$0.00,$0.00,$35.00,
OSB,APPL TECH,,,SB,4681,0,2000028067,1,1/30/24,02 01 01,IP Networking Satellite Item Number: TBA,45000,,IT,$0.00,$0.00,$0.00,"$2,070.81",
OSB,APPL TECH,,,SB,4681,0,2000028067,0,1/30/24,03 01 01,POWER MANAGEMENT SYSTEM; ACDC48VOLT W/AU,45000,,IT,$0.00,$0.00,$0.00,"$4,532.36",
OSB,APPL TECH,,,SB,4681,0,2000028067,0,1/30/24,04 01 01,Estimated Freight charges,45000,,IT,$0.00,$0.00,$0.00,$95.00,
OSB,APPL TECH,,,SB,4681,0,2000028067,0,1/30/24,05 01 01,CA State Sales Tax @ 7.25%,45000,,IT,$0.00,$0.00,$0.00,$328.60,
,"APPLE, INC.",,,LRG,43107,1,2000028024,1,1/30/24,01 01 01,Mac Studio: Apple M2 Ultra,20400,,IT,$0.00,$0.00,$0.00,"$4,319.00",
,"APPLE, INC.",,,LRG,43107,0,2000028024,0,1/30/24,01 01 01,Mac Studio: Apple M2 Ultra,20400,,IT,$0.00,$0.00,$0.00,"-$4,319.00",
,"APPLE, INC.",,,LRG,43107,0,2000028024,0,1/30/24,02 01 01,3-Year AppleCare+ for Schools - Mac Stud,20400,,IT,$0.00,$0.00,$0.00,$119.00,
,"APPLE, INC.",,,LRG,43107,0,2000028024,0,1/30/24,02 01 01,3-Year AppleCare+ for Schools - Mac Stud,20400,,IT,$0.00,$0.00,$0.00,-$119.00,
,"APPLE, INC.",,,LRG,43107,0,2000028024,0,1/30/24,03 01 01,Apple Studio Display - Standard Glass -,20400,,IT,$0.00,$0.00,$0.00,"$1,899.00",
,"APPLE, INC.",,,LRG,43107,0,2000028024,0,1/30/24,03 01 01,Apple Studio Display - Standard Glass -,20400,,IT,$0.00,$0.00,$0.00,"-$1,899.00",
,"APPLE, INC.",,,LRG,43107,0,2000028024,0,1/30/24,04 01 01,AppleCare+ for Apple Studio Display,20400,,IT,$0.00,$0.00,$0.00,$119.00,
,"APPLE, INC.",,,LRG,43107,0,2000028024,0,1/30/24,04 01 01,AppleCare+ for Apple Studio Display,20400,,IT,$0.00,$0.00,$0.00,-$119.00,
,"APPLE, INC.",,,LRG,43107,0,2000028024,0,1/30/24,05 01 01,Estimated Tax (please note can be additi,20400,,IT,$0.00,$0.00,$0.00,$450.81,
,"APPLE, INC.",,,LRG,43107,0,2000028024,0,1/30/24,05 01 01,Estimated Tax (please note can be additi,20400,,IT,$0.00,$0.00,$0.00,-$450.81,
,"APPLE, INC.",,,LRG,43107,0,2000028024,0,1/30/24,06 01 01,eWaste Fee/Recycling Fee,20400,,IT,$0.00,$0.00,$0.00,$5.00,
,"APPLE, INC.",,,LRG,43107,0,2000028024,0,1/30/24,06 01 01,eWaste Fee/Recycling Fee,20400,,IT,$0.00,$0.00,$0.00,-$5.00,
OSB,AQUA SYSTEMS  INC,"INTEGRATED AQUA SYSTES, INC",MB,MB,76,1,2000020532,1,8/25/20,01 01 01,Aqua Systems: Detergent Bleach Softener,96100,,SERVICES,$0.00,"-$5,362.50",$0.00,$0.00,
,"AQUATIC DESIGN GROUP, INC","AQUATIC DESIGN GROUP, INC.",SB,LRG,46343,1,2000027212,1,9/14/23,01 01 01,PJ7844 Consulting Design Services -BLD 4,96200,,SERVICES,$0.00,"$33,500.00",$0.00,$0.00,
,"AQUATIC DESIGN GROUP, INC","AQUATIC DESIGN GROUP, INC.",SB,LRG,46343,0,2000027212,0,9/14/23,02 01 01,PJ7844 Reimbursable Expenses -BLD 43 pro,96200,,SERVICES,$0.00,"$2,000.00",$0.00,$0.00,
,"ARCOS LEARNING ABROAD, LL",,,LRG,54371,1,2000028321,1,4/16/24,01 01 01,Vendor services for: Student & faculty l,96200,,SERVICES,$0.00,"$61,760.00",$0.00,$0.00,
,"ARCOS LEARNING ABROAD, LL",,,LRG,54371,0,2000028321,0,4/16/24,01 01 01,Vendor services for: Student & faculty l,96200,,SERVICES,$0.00,"$3,880.00",$0.00,$0.00,
OSB,ASAP MOVERS INC,ASAP MOVERS INC,MB,MB,7514,1,2000026776,1,7/18/23,01 01 01,Transport of FB team equipment @ Portlan,96200,,SERVICES,$0.00,"$8,500.00",$0.00,$0.00,
OSB,ASAP MOVERS INC,ASAP MOVERS INC,MB,MB,7514,0,2000026776,0,7/18/23,02 01 01,Transport of FB team equipment @ Montana,96200,,SERVICES,$0.00,"$13,500.00",$0.00,$0.00,
OSB,ASAP MOVERS INC,ASAP MOVERS INC,MB,MB,7514,0,2000026776,0,7/18/23,03 01 01,Transport of FB team equipment @ Eastern,96200,,SERVICES,$0.00,"$11,500.00",$0.00,$0.00,
OSB,ASAP MOVERS INC,ASAP MOVERS INC,MB,MB,7514,0,2000026776,0,7/18/23,03 01 01,Transport of FB team equipment @ Eastern,96200,,SERVICES,$0.00,"$3,620.00",$0.00,$0.00,
OSB,ASAP MOVERS INC,ASAP MOVERS INC,MB,MB,7514,0,2000026847,1,7/24/23,01 01 01,Move services at south mountain halls to,96200,,SERVICES,$0.00,"$6,777.00",$0.00,$0.00,
OSB,ASAP MOVERS INC,ASAP MOVERS INC,MB,MB,7514,0,2000027242,1,9/13/23,01 01 01,SP6397  Kennedy Library Transformation -,96200,,SERVICES,$0.00,"$17,622.00",$0.00,$0.00,
OSB,ASAP MOVERS INC,ASAP MOVERS INC,MB,MB,7514,0,2000027242,0,9/13/23,02 01 01,SP6397  Kennedy Library Transformation -,96200,,SERVICES,$0.00,"$3,800.00",$0.00,$0.00,
OSB,ASAP MOVERS INC,ASAP MOVERS INC,MB,MB,7514,0,2000027957,1,1/29/24,01 01 01,SP6397 Kennedy Library Renovations - Mov,96200,,SERVICES,$0.00,"$3,273.25",$0.00,$0.00,
,"ASCENT ENVIRONMENTAL, INC",,,LRG,45936,1,2000020656,1,3/10/23,08 01 01,WA #06 (1) Project Changes (2) Final EIR,96200,,SERVICES,$0.00,"$211,110.00",$0.00,$0.00,
,"ASCENT ENVIRONMENTAL, INC",,,LRG,45936,0,2000020656,0,3/10/23,09 01 01,WA #07 (1) additional services tasks 13-,96200,,SERVICES,$0.00,"$135,825.00",$0.00,$0.00,
,"ASCENT ENVIRONMENTAL, INC",,,LRG,45936,0,2000020656,0,3/10/23,10 01 01,WA #07 Reimbursables,96200,,SERVICES,$0.00,$100.00,$0.00,$0.00,
,"ASCENT ENVIRONMENTAL, INC",,,LRG,45936,0,2000024897,1,10/31/22,01 01 01,MJ0093 FOOTBALL CLUBHOUSE   Review proje,96200,,SERVICES,$0.00,"-$12,070.00",$0.00,$0.00,
,"ASCENT ENVIRONMENTAL, INC",,,LRG,45936,0,2000024897,0,10/31/22,02 01 01,Fund Change for Line One-Remaining Balan,96200,,SERVICES,$0.00,"$12,070.00",$0.00,$0.00,
,"ASCENT ENVIRONMENTAL, INC",,,LRG,45936,0,2000024897,0,10/31/22,02 01 01,Fund Change for Line One-Remaining Balan,96200,,SERVICES,$0.00,-$891.25,$0.00,$0.00,
,"ASCENT ENVIRONMENTAL, INC",,,LRG,45936,0,2000027278,1,9/19/23,01 01 01,FR7711 Permitting Support for Emergency,96200,,SERVICES,$0.00,"$40,419.00",$0.00,$0.00,
,"ASCENT ENVIRONMENTAL, INC",,,LRG,45936,0,2000027748,1,12/7/23,01 01 01,MJ0071 Plant Sciences 017-0 - Riparian V,96200,,SERVICES,$0.00,"$4,045.00",$0.00,$0.00,
,ASM INTERNATIONAL,,,LRG,15285,1,2000028377,1,3/21/24,01 01 01,3-year License Renewal of Materials Geno,20800,,IT,$0.00,$0.00,$0.00,"$9,788.00",
,ASM INTERNATIONAL,,,LRG,15285,0,2000028377,0,3/21/24,01 01 02,3-year License Renewal of Materials Geno,20800,,IT,$0.00,$0.00,$0.00,$212.00,
,ASSOCIATED PACIFIC CONSTR,,,LRG,55430,1,2000024713,1,10/21/22,02 01 01,Labor/equipment/supervision for replacem,96200,,SERVICES,$0.00,"-$11,500.00",$0.00,$0.00,
,ASSOCIATED TRAFFIC SAFETY,,,LRG,56389,1,2000026048,1,5/12/23,06 01 01,Shipping,96200,,SERVICES,$0.00,-$250.00,$0.00,$0.00,
,ASSOCIATION OF PUBLIC & L,,,LRG,41295,1,2000028227,1,2/29/24,01 01 01,Association of Public and Land Grant Uni,96200,,SERVICES,$0.00,"$36,591.31",$0.00,$0.00,
,ATD WINDOW TINTING,,,LRG,19404,1,2000027121,1,9/14/23,01 01 01,MJ0086 Chumash Renovation (LUMP SUM) Win,96200,,SERVICES,$0.00,"$39,491.00",$0.00,$0.00,
,"ATHENA PARENT, INC. DBA A",,,LRG,53834,1,2000022696,1,12/22/21,06 01 01,FY 23/24 Annual Recurring Fee (Third Fin,20900,,IT,$0.00,$0.00,$0.00,"$29,882.14",
,ATLASSIAN PTY LTD,,,LRG,18912,1,2000027287,1,9/19/23,01 01 01,Confluence Cloud Premium Academic 300 Us,96200,,SERVICES,$0.00,"$6,400.00",$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027287,0,9/19/23,02 01 01,Gliffy Diagrams for Confluence Cloud Aca,96200,,SERVICES,$0.00,"$2,112.50",$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027287,0,9/19/23,03 01 01,Linking for Confluence Cloud Academic 30,96200,,SERVICES,$0.00,$276.25,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027287,0,9/19/23,04 01 01,Table Filter & Charts for Confluence Clo,96200,,SERVICES,$0.00,$472.50,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027287,0,9/19/23,05 01 01,PlantUML Diagrams for Confluence Cloud A,96200,,SERVICES,$0.00,$225.00,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027287,0,9/19/23,06 01 01,Jira Service Mgmt Cloud Premium Academic,96200,,SERVICES,$0.00,"$43,208.60",$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027287,0,9/19/23,07 01 01,Jira Software (Cloud) Premium (Academic),96200,,SERVICES,$0.00,"$18,042.00",$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027287,0,9/19/23,08 01 01,Confluence (Cloud) Premium (Academic) 15,96200,,SERVICES,$0.00,$419.50,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027287,0,9/19/23,09 01 01,External Data for Jira Fields Cloud for,96200,,SERVICES,$0.00,"$1,007.00",$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027287,0,9/19/23,10 01 01,Asset Mgmt for Jira - IT Assets & Licens,96200,,SERVICES,$0.00,"$2,669.00",$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027665,1,11/14/23,01 01 01,External Data for Jira Fields Cloud - Ji,96200,,SERVICES,$0.00,$165.49,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027665,0,11/14/23,02 01 01,Asset Mgmt for Jira - IT Assets & Lic Mg,96200,,SERVICES,$0.00,$445.67,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027665,0,11/14/23,03 01 01,Jira Software Cloud Premium Academic 400,96200,,SERVICES,$0.00,"$3,561.21",$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027665,0,11/14/23,04 01 01,Table Filter & Charts for Confluence Clo,96200,,SERVICES,$0.00,$153.74,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027665,0,11/14/23,05 01 01,PlantUML Diagrams for Confluence Cloud -,96200,,SERVICES,$0.00,$24.78,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027665,0,11/14/23,06 01 01,Gliffy Diagrams for Confluence Cloud for,96200,,SERVICES,$0.00,$219.16,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027665,0,11/14/23,07 01 01,Linking for Confluence Cloud for Conflue,96200,,SERVICES,$0.00,$30.07,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000027665,0,11/14/23,08 01 01,Confluence Cloud Premium Academic 400 Us,96200,,SERVICES,$0.00,"$1,867.88",$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000028307,1,3/8/24,01 01 01,Jira Service Mgmt (Cloud) Standard (Acad,96200,,SERVICES,$0.00,"$1,650.00",$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000028307,0,3/8/24,02 01 01,Confluence (Cloud) Standard (Academic) 1,96200,,SERVICES,$0.00,$225.00,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000028307,0,3/8/24,03 01 01,External Data for Jira Fields Cloud for,96200,,SERVICES,$0.00,$64.50,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000028307,0,3/8/24,04 01 01,Asset Mgmt for Jira - IT Assets & Licens,96200,,SERVICES,$0.00,$187.50,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000028307,0,3/8/24,05 01 01,Jira Software (Cloud) Standard (Academic,96200,,SERVICES,$0.00,$625.00,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000028307,0,3/8/24,06 01 01,ScriptRunner for Jira Cloud for Jira Wor,96200,,SERVICES,$0.00,$187.50,$0.00,$0.00,
,ATLASSIAN PTY LTD,,,LRG,18912,0,2000028307,0,3/8/24,07 01 01,ScriptRunner for Jira Cloud for Jira Wor,96200,,SERVICES,$0.00,"$1,387.00",$0.00,$0.00,
,"ATTAINMENT COMPANY, INC.",,,LRG,57289,1,2000027622,1,11/14/23,01 01 01,Early Reading Skills Builder software,20800,,IT,$0.00,$0.00,$0.00,"$1,440.00",
,"ATTAINMENT COMPANY, INC.",,,LRG,57289,0,2000027622,0,11/14/23,02 01 01,Early Reading Skills Builder Curriculum,20800,,IT,$0.00,$0.00,$0.00,$476.00,
,"ATTAINMENT COMPANY, INC.",,,LRG,57289,0,2000027622,0,11/14/23,03 01 01,Early Literacy Skills Builder Curriculum,20800,,IT,$0.00,$0.00,$0.00,$716.00,
,"ATTAINMENT COMPANY, INC.",,,LRG,57289,0,2000027622,0,11/14/23,04 01 01,Early Literacy Skills Builder for Older,20800,,IT,$0.00,$0.00,$0.00,$396.00,
,"ATTAINMENT COMPANY, INC.",,,LRG,57289,0,2000027622,0,11/14/23,05 01 01,Building with Stories Package (physical,20800,,IT,$0.00,$0.00,$0.00,$396.00,
,"ATTAINMENT COMPANY, INC.",,,LRG,57289,0,2000027622,0,11/14/23,06 01 01,Hands-on Math Curriculum Plus (physical,20800,,IT,$0.00,$0.00,$0.00,$239.20,
,"ATTAINMENT COMPANY, INC.",,,LRG,57289,0,2000027622,0,11/14/23,07 01 01,Hands-on Math 2 Curriculum Plus (physica,20800,,IT,$0.00,$0.00,$0.00,$319.20,
,"ATTAINMENT COMPANY, INC.",,,LRG,57289,0,2000027622,0,11/14/23,08 01 01,Dig Into Math Grades 3-5 Curriculum Plus,20800,,IT,$0.00,$0.00,$0.00,$319.20,
,"ATTAINMENT COMPANY, INC.",,,LRG,57289,0,2000027622,0,11/14/23,09 01 01,Shipping,20800,,IT,$0.00,$0.00,$0.00,$215.08,
,"ATTAINMENT COMPANY, INC.",,,LRG,57289,0,2000027622,0,11/14/23,10 01 01,Taxes,20800,,IT,$0.00,$0.00,$0.00,$207.47,
,AXON ENTERPRISES INC,,,LRG,44317,1,2000026009,1,4/13/23,02 01 01,May 2024 Renewal,92000,,IT,$0.00,$0.00,$0.00,"$34,082.21",
,"AZEVEDO,TERRY JOSLIN DBA",,,LRG,55830,1,2000025499,1,2/14/23,01 01 01,FR7303 Emergency Radio Coverage Improvem,96200,,SERVICES,$0.00,"-$2,160.00",$0.00,$0.00,
,"AZEVEDO,TERRY JOSLIN DBA",,,LRG,55830,0,2000026074,1,6/12/23,01 01 01,MJ0085 TECH PARK EXPANSION  - Develop Cu,96200,,SERVICES,$0.00,"-$2,460.00",$0.00,$0.00,
OSB,B&T SVC STN CONTRACTORS,"B&T CONSTRUCTION LOGISTICS, INC",DVBE,DVBE,6525,1,2000025361,1,1/10/23,02 01 01,Compliance Testing 2024,96200,,SERVICES,$0.00,"-$1,150.00",$0.00,$0.00,
OSB,B&T SVC STN CONTRACTORS,"B&T CONSTRUCTION LOGISTICS, INC",DVBE,DVBE,6525,0,2000025361,0,1/10/23,03 01 01,Compliance Testing 2025,96200,,SERVICES,$0.00,"-$1,150.00",$0.00,$0.00,
OSB,B&T SVC STN CONTRACTORS,"B&T CONSTRUCTION LOGISTICS, INC",DVBE,DVBE,6525,0,2000027624,1,11/8/23,01 01 01,Diesel Tank Hose Services,96200,,SERVICES,$0.00,"$3,000.00",$0.00,$0.00,
,"BABY FINGERS, INC",,,LRG,57628,1,2000027965,1,1/22/24,01 01 01,Guest Artist Music Workshop - CLA Speake,96200,,SERVICES,$0.00,"$1,500.00",$0.00,$0.00,
,"BABY FINGERS, INC",,,LRG,57628,0,2000027965,0,1/22/24,02 01 01,Guest Artist Music Workshop - Jazz Band,96200,,SERVICES,$0.00,$500.00,$0.00,$0.00,
,"BAKER TILLY US, LLP-WTHD",,,LRG,55579,1,2000027890,1,1/3/24,01 01 01,Current State Compliance Activities Asse,91800,,SERVICES,$0.00,"$55,000.00",$0.00,$0.00,
,BANTARAY,,,LRG,56919,1,2000026935,1,8/3/23,01 01 01,4 Camera Broadcast at 6 Football Games,96200,,SERVICES,$0.00,"$15,000.00",$0.00,$0.00,
,BANTARAY,,,LRG,56919,0,2000026935,0,8/3/23,02 01 01,Production Crew  for 6 Football games,96200,,SERVICES,$0.00,"$51,600.00",$0.00,$0.00,
,BANTARAY,,,LRG,56919,0,2000026935,0,8/3/23,03 01 01,Approved Travel Expenses,96200,,SERVICES,$0.00,"$8,400.00",$0.00,$0.00,
,"BAY AREA CONCRETES, INC.",,,LRG,52771,1,2000027536,1,11/1/23,01 01 01,FR7689 ATHL Janssen Softball Field MRU 1,96200,,SERVICES,$0.00,"$19,900.00",$0.00,$0.00,
,"BAY AREA CONCRETES, INC.",,,LRG,52771,0,2000027536,0,11/1/23,02 01 01,Change Order #1 Separately set up and po,96200,,SERVICES,$0.00,"$18,752.00",$0.00,$0.00,
,BAY AREA ONLINE SPORTS NE,,,LRG,53001,1,2000021238,1,3/12/21,02 01 01,2 games @ $6800 each,96200,,SERVICES,$0.00,"-$12,800.00",$0.00,$0.00,
,BEAM,BEAMAN'S INC.,SB(Micro),LRG,53890,1,2000027610,1,11/22/23,01 01 01,MF7708 Roof Repair & Safety Tie Off's -,96200,,SERVICES,$0.00,"$24,200.00",$0.00,$0.00,
,BEAR IMAGES PHOTOGRAPHIC,,,LRG,57608,1,2000027918,1,1/18/24,01 01 01,Canon Pro-6100 Printer,20400,,IT,$0.00,$0.00,$0.00,"$12,253.94",
,BEAR IMAGES PHOTOGRAPHIC,,,LRG,57608,0,2000027918,0,1/18/24,01 01 02,Canon Pro-6100 Printer,20400,,IT,$0.00,$0.00,$0.00,$123.78,
,BEAR IMAGES PHOTOGRAPHIC,,,LRG,57608,0,2000027918,0,1/18/24,02 01 01,Freight Shipping - Liftgate Service,20400,,IT,$0.00,$0.00,$0.00,$132.72,
,BEAR IMAGES PHOTOGRAPHIC,,,LRG,57608,0,2000027918,0,1/18/24,02 01 01,Freight Shipping - Liftgate Service,20400,,IT,$0.00,$0.00,$0.00,-$8.97,
,BEAR IMAGES PHOTOGRAPHIC,,,LRG,57608,0,2000027918,0,1/18/24,02 01 02,Freight Shipping - Liftgate Service,20400,,IT,$0.00,$0.00,$0.00,$1.34,
,BEAR IMAGES PHOTOGRAPHIC,,,LRG,57608,0,2000027918,0,1/18/24,02 01 02,Freight Shipping - Liftgate Service,20400,,IT,$0.00,$0.00,$0.00,-$0.09,
,BEAR IMAGES PHOTOGRAPHIC,,,LRG,57608,0,2000027918,0,1/18/24,03 01 01,Professional Installation,20400,,IT,$0.00,$0.00,$0.00,$944.98,
