Report ID:,CSUPO001,SLCMP - Cal Poly San Luis Obispo,Page No :,1,,,,,,,,,,
OSB,34932,"A-TOWN AV, INC.",2000026884,8/31/23,02 01 01,Labor,20700,,0,0,0,"5,000.00",2,2023
OSB,34932,"A-TOWN AV, INC.",2000026884,8/31/23,02 01 02,Labor,20700,,0,0,0,"2,570.12",2,2023
OSB,34932,"A-TOWN AV, INC.",2000026884,8/31/23,03 01 01,Sales Tax,20700,,0,0,0,623.37,2,2023
OSB,34932,"A-TOWN AV, INC.",2000026884,8/31/23,03 01 01,Sales Tax,20700,,0,0,0,-8.69,5,2023
OSB,34932,"A-TOWN AV, INC.",2000027102,8/25/23,01 01 01,Site Support for Big Fall Welcome Locati,96200,,0,900,0,0,2,2023
OSB,34932,"A-TOWN AV, INC.",2000027108,8/28/23,01 01 01,7000-Lumen WUXGA Laser 3LCD Projector (W,96200,,0,"5,490.00",0,0,2,2023
OSB,34932,"A-TOWN AV, INC.",2000027108,8/28/23,02 01 01,Epson ELPLW05 - 17.60 mm to 24.30 mm - f,96200,,0,"1,488.00",0,0,2,2023
OSB,34932,"A-TOWN AV, INC.",2000027108,8/28/23,03 01 01,Labor,96200,,0,330,0,0,2,2023
OSB,34932,"A-TOWN AV, INC.",2000027108,8/28/23,04 01 01,Sales Tax,96200,,0,505.91,0,0,2,2023
OSB,34932,"A-TOWN AV, INC.",2000027112,8/28/23,01 01 01,7000-Lumen WUXGA Laser 3LCD Projector (W,96200,,0,"5,490.00",0,0,2,2023
OSB,34932,"A-TOWN AV, INC.",2000027112,8/28/23,02 01 01,Epson ELPLW05 - 17.60 mm to 24.30 mm - f,96200,,0,"1,488.00",0,0,2,2023
OSB,34932,"A-TOWN AV, INC.",2000027112,8/28/23,03 01 01,Labor,96200,,0,330,0,0,2,2023
OSB,34932,"A-TOWN AV, INC.",2000027112,8/28/23,04 01 01,Sales Tax,96200,,0,505.91,0,0,2,2023
OSB,34932,"A-TOWN AV, INC.",2000027226,9/14/23,01 01 01,A/V Service Calls - FY 23/24 NTE $7000,96200,,0,"7,507.50",0,0,3,2023
OSB,34932,"A-TOWN AV, INC.",2000027260,10/6/23,01 01 01,A-Town AV upgrade for 192-220 Core Lite,49000,,"9,139.39",0,0,0,4,2023
OSB,34932,"A-TOWN AV, INC.",2000027260,10/6/23,02 01 01,A-Town AV upgrade for 192-220 Core Lite,49000,,"2,436.71",0,0,0,4,2023
OSB,34932,"A-TOWN AV, INC.",2000027260,10/6/23,02 01 02,A-Town AV upgrade for 192-220 Core Lite,49000,,"5,224.71",0,0,0,4,2023
OSB,34932,"A-TOWN AV, INC.",2000027260,10/6/23,03 01 01,Sales Tax,49000,,635.9,0,0,0,4,2023
OSB,34932,"A-TOWN AV, INC.",2000027524,10/26/23,01 01 01,Powerlite L630U: 6200-Lumen WUXGA 3LCD L,28700,,"2,836.55",0,0,0,4,2023
OSB,34932,"A-TOWN AV, INC.",2000027524,10/26/23,02 01 01,Shipping,28700,,115.71,0,0,0,4,2023
OSB,34932,"A-TOWN AV, INC.",2000027543,10/27/23,01 01 01,AV rental services for Foundation Board,91500,,0,0,0,"12,306.94",4,2023
OSB,34932,"A-TOWN AV, INC.",2000027915,1/8/24,01 01 01,EPSON Powerlite L630U Projector 6200-Lum,20700,,0,0,0,"3,332.26",7,2023
OSB,34932,"A-TOWN AV, INC.",2000027915,1/8/24,02 01 01,Shipping,20700,,0,0,0,151.58,7,2023
OSB,34932,"A-TOWN AV, INC.",2000027915,1/8/24,03 01 01,Labor,20700,,0,0,0,498,7,2023
OSB,34932,"A-TOWN AV, INC.",2000028005,2/2/24,01 01 01,Equipment for AV System Upgrade in 43A-1,62500,,"9,081.05",0,0,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028005,2/2/24,02 01 01,Labor for AV System Upgrade in 43A-150,96200,,0,"7,456.82",0,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028005,2/2/24,03 01 01,Shipping,96200,,0,346.68,0,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028011,1/31/24,01 01 01,10-203 Projector Upgrade - Equipment Lab,20700,,0,0,0,"5,192.09",7,2023
OSB,34932,"A-TOWN AV, INC.",2000028011,1/31/24,02 01 01,10-204 Projector Upgrade - Equipment Lab,20700,,0,0,0,"4,731.57",7,2023
OSB,34932,"A-TOWN AV, INC.",2000028014,2/2/24,01 01 01,Equipment for AV System upgrade in 180-3,96200,,0,"10,919.48",0,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028014,2/2/24,02 01 01,Labor for AV System upgrade in 180-361 p,96200,,0,"6,361.22",0,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028014,2/2/24,03 01 01,Shipping,96200,,0,422.95,0,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028016,1/19/24,01 01 01,Equipment for 21-122C Network in Raceway,96200,,0,"5,086.76",0,0,7,2023
OSB,34932,"A-TOWN AV, INC.",2000028016,1/19/24,02 01 01,Labor,96200,,0,"5,936.16",0,0,7,2023
OSB,34932,"A-TOWN AV, INC.",2000028016,1/19/24,03 01 01,Tax,96200,,0,368.79,0,0,7,2023
OSB,34932,"A-TOWN AV, INC.",2000028016,1/19/24,04 01 01,Change Order #1 ¿ AV Site Service Calls,96200,,0,"2,835.00",0,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028060,1/29/24,01 01 01,Equipment and Labor to clean up TV/AV sy,96200,,0,"2,588.10",0,0,7,2023
OSB,34932,"A-TOWN AV, INC.",2000028060,1/29/24,02 01 01,Onsite service call of 12/12/2023. Refer,96200,,0,540,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028101,2/13/24,01 01 01,Projector,60000,,0,0,0,"3,561.48",8,2023
OSB,34932,"A-TOWN AV, INC.",2000028101,2/13/24,02 01 01,Labor,96200,,0,644,0,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028101,2/13/24,03 01 01,Shipping,96200,,0,152.4,0,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028187,2/26/24,01 01 01,Projector and Mount,88000,,"3,561.49",0,0,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028187,2/26/24,01 01 01,Projector and Mount,88000,,-0.03,0,0,0,11,2023
OSB,34932,"A-TOWN AV, INC.",2000028187,2/26/24,01 01 02,Projector and Mount,88000,,"3,561.48",0,0,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028187,2/26/24,02 01 01,Labor,91000,,0,0,644,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028187,2/26/24,02 01 02,Labor,91000,,0,0,644,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028187,2/26/24,03 01 01,Shipping,96200,,0,152.4,0,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028187,2/26/24,03 01 02,Shipping,96200,,0,152.4,0,0,8,2023
OSB,34932,"A-TOWN AV, INC.",2000028254,3/1/24,01 01 01,Classroom Projectors,28545,,"8,903.70",0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028254,3/1/24,01 01 02,Classroom Projectors,28545,,"3,561.48",0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028254,3/1/24,01 01 03,Classroom Projectors,28545,,"3,561.48",0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028254,3/1/24,01 01 04,Classroom Projectors,28545,,"1,780.75",0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028254,3/1/24,02 01 01,Shipping,96200,,0,152.4,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028254,3/1/24,02 01 02,Shipping,96200,,0,152.4,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028254,3/1/24,02 01 03,Shipping,96200,,0,381,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028254,3/1/24,02 01 04,Shipping,96200,,0,76.2,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028290,3/1/24,01 01 01,Epson Powerlite L630U,88000,,"1,780.75",0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028290,3/1/24,01 01 02,Epson Powerlite L630U,88000,,"1,780.73",0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028290,3/1/24,02 01 01,ATAV Shipping Cost,88000,,76.2,0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028290,3/1/24,02 01 02,ATAV Shipping Cost,88000,,76.2,0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028290,3/1/24,03 01 01,Labor,96200,,0,322,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028290,3/1/24,03 01 02,Labor,96200,,0,322,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028305,3/18/24,01 01 01,Equipment,93600,,0,"1,736.57",0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028305,3/18/24,01 01 02,Equipment,93600,,0,"1,736.56",0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028305,3/18/24,02 01 01,Labor,93600,,0,322,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028305,3/18/24,02 01 02,Labor,93600,,0,322,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028305,3/18/24,03 01 01,Sales Tax,93600,,0,120.38,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028305,3/18/24,03 01 02,Sales Tax,93600,,0,120.37,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028305,3/18/24,04 01 01,Equipment,93600,,0,"1,736.57",0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028305,3/18/24,04 01 02,Equipment,93600,,0,"1,736.56",0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028305,3/18/24,05 01 01,Labor,93600,,0,322,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028305,3/18/24,05 01 02,Labor,93600,,0,322,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028305,3/18/24,06 01 01,Sales Tax,93600,,0,120.38,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028305,3/18/24,06 01 02,Sales Tax,93600,,0,120.37,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028396,3/26/24,01 01 01,ATAV Shipping Cost for all equipment for,96200,,0,231.58,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028396,3/26/24,02 01 01,ATAV Scissor Lift Rental for Bldg 08-123,96200,,0,355.7,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028396,3/26/24,03 01 01,DA-LITE 37602LSC Contour Tnsd 130D DM Te,28700,,"3,378.40",0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028396,3/26/24,04 01 01,Labor for Bldg 08-123 projector screen r,96200,,0,"1,380.00",0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028396,3/26/24,05 01 01,ATAV Shipping Cost for all equipment for,96200,,0,231.58,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028396,3/26/24,06 01 01,ATAV Scissor Lift Rental for Bldg 33-286,96200,,0,355.7,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028396,3/26/24,07 01 01,DA-LITE 37602LSC Contour Tnsd 130D DM Te,28700,,"3,378.40",0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028396,3/26/24,08 01 01,Labor for Bldg 33-286 projector screen r,96200,,0,"1,380.00",0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028396,3/26/24,09 01 01,CA state sales tax @ 7.25%,28700,,541.44,0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028431,3/28/24,01 01 01,MJ0099 SPACE RECAPTURE Materials (tax in,57800,,"53,310.97",0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028431,3/28/24,02 01 01,MJ0099 SPACE RECAPTURE (labor) Audio-vid,96200,,0,"23,670.47",0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028431,3/28/24,03 01 01,Change Order #1 Labor per quote 24058,96200,,0,"3,845.60",0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000028431,3/28/24,04 01 01,Change Order #1 Materials per quote 2405,96200,,0,988.44,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000028431,3/28/24,05 01 01,Change Order #1 Freight,96200,,0,92.86,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000028440,6/4/24,01 01 01,Core Lite 2024 Building 33- Room 451 per,115006,,"6,797.80",0,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000028440,6/4/24,02 01 01,Core Lite 2024 33-451 per attached quote,115006,,"8,391.50",0,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000028440,6/4/24,03 01 01,Core Lite 2024 33-451 per attached quote,115006,,407.15,0,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000028440,6/4/24,04 01 01,Core Lite 2024 33-451 per attached quote,115006,,608.38,0,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000028440,6/4/24,05 01 01,Core Lite 2024 Building 33- Room 253 per,115006,,"8,407.06",0,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000028440,6/4/24,06 01 01,Core Lite 2024 33-253 per attached quote,115006,,"6,797.80",0,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000028440,6/4/24,07 01 01,Core Lite 2024 33-253 per attached quote,115006,,406.62,0,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000028440,6/4/24,08 01 01,Core Lite 2024 33-253 per attached quote,115006,,609.51,0,0,0,12,2023
OSB,34932,"A-TOWN AV, INC.",2000028447,3/21/24,01 01 01,Equipment Upgrading AV system in 21-206,115001,,"9,103.59",0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028447,3/21/24,02 01 01,Labor Upgrading AV system in 21-206 Art,115001,,"7,635.07",0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028447,3/21/24,03 01 01,Tax,115001,,629.69,0,0,0,9,2023
OSB,34932,"A-TOWN AV, INC.",2000028449,4/5/24,01 01 01,Building 05-105 Core Lite 2024  AV Labor,96200,,0,"7,456.52",0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028449,4/5/24,02 01 01,Building 05-105 Core Lite 2024 -AV Equip,57800,,"11,754.04",0,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028449,4/5/24,03 01 01,Building 05-105 Core Lite 2024 in Berg G,96200,,0,818.97,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028470,4/5/24,01 01 01,Epson Powerlite L630U reference project,88000,,"1,702.11",0,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028470,4/5/24,01 01 02,Epson Powerlite L630U reference project,88000,,"1,702.11",0,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028470,4/5/24,02 01 01,Labor,96200,,0,"1,430.00",0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028470,4/5/24,03 01 01,Shipping cost,150021,,75.79,0,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028470,4/5/24,03 01 02,Shipping cost,150021,,75.79,0,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028483,4/2/24,01 01 01,Equipment - AV Upgrade to Building 34 Ro,92400,,0,"1,846.30",0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028483,4/2/24,01 01 02,Equipment - AV Upgrade to Building 34 Ro,92400,,0,"4,163.79",0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028483,4/2/24,02 01 01,Labor - AV Upgrade to Building 34 Room 1,92400,,0,"2,028.88",0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028483,4/2/24,02 01 02,Labor - AV Upgrade to Building 34 Room 1,92400,,0,"4,575.55",0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028483,4/2/24,03 01 01,Sales tax,92400,,0,124.53,0,0,10,2023
OSB,34932,"A-TOWN AV, INC.",2000028483,4/2/24,03 01 02,Sales tax,92400,,0,280.84,0,0,10,2023
,57289,"ATTAINMENT COMPANY, INC.",2000027622,11/14/23,01 01 01,Early Reading Skills Builder software,20800,,0,0,0,"1,440.00",5,2023
,57289,"ATTAINMENT COMPANY, INC.",2000027622,11/14/23,02 01 01,Early Reading Skills Builder Curriculum,20800,,0,0,0,476,5,2023
,57289,"ATTAINMENT COMPANY, INC.",2000027622,11/14/23,03 01 01,Early Literacy Skills Builder Curriculum,20800,,0,0,0,716,5,2023
,57289,"ATTAINMENT COMPANY, INC.",2000027622,11/14/23,04 01 01,Early Literacy Skills Builder for Older,20800,,0,0,0,396,5,2023
,57289,"ATTAINMENT COMPANY, INC.",2000027622,11/14/23,05 01 01,Building with Stories Package (physical,20800,,0,0,0,396,5,2023
,57289,"ATTAINMENT COMPANY, INC.",2000027622,11/14/23,06 01 01,Hands-on Math Curriculum Plus (physical,20800,,0,0,0,239.2,5,2023
,57289,"ATTAINMENT COMPANY, INC.",2000027622,11/14/23,07 01 01,Hands-on Math 2 Curriculum Plus (physica,20800,,0,0,0,319.2,5,2023
,57289,"ATTAINMENT COMPANY, INC.",2000027622,11/14/23,08 01 01,Dig Into Math Grades 3-5 Curriculum Plus,20800,,0,0,0,319.2,5,2023
,57289,"ATTAINMENT COMPANY, INC.",2000027622,11/14/23,09 01 01,Shipping,20800,,0,0,0,215.08,5,2023
,57289,"ATTAINMENT COMPANY, INC.",2000027622,11/14/23,10 01 01,Taxes,20800,,0,0,0,207.47,5,2023
,44317,AXON ENTERPRISES INC,2000026009,4/13/23,02 01 01,May 2024 Renewal,92000,,0,0,0,"34,082.21",11,2023
,55830,"AZEVEDO,TERRY JOSLIN DBA",2000025499,2/14/23,01 01 01,FR7303 Emergency Radio Coverage Improvem,96200,,0,"-2,160.00",0,0,2,2023
,55830,"AZEVEDO,TERRY JOSLIN DBA",2000026074,6/12/23,01 01 01,MJ0085 TECH PARK EXPANSION  - Develop Cu,96200,,0,"-2,460.00",0,0,8,2023
CAL,145,B&B STEEL & SUPPLY OF SAN,2000026807,7/25/23,01 01 01,"1/8 X 1"" C.R. STRIP 5"" WEIGHT: 45",57800,,605.4,0,0,0,1,2023
CAL,145,B&B STEEL & SUPPLY OF SAN,2000026807,7/25/23,02 01 01,"1/8""X1"" 1050 SPRING STEEL 5"" 0 #2F R/B 8",57800,,"1,984.04",0,0,0,1,2023
CAL,145,B&B STEEL & SUPPLY OF SAN,2000026807,7/25/23,03 01 01,"1/8""X1"" 1098 SPRING STEEL 5"" 0 #2F R/B 8",57800,,"3,104.24",0,0,0,1,2023
CAL,145,B&B STEEL & SUPPLY OF SAN,2000028190,3/11/24,01 01 01,3 X 3 X .250 H.S.T. 20',57000,,"2,145.00",0,0,0,9,2023
CAL,145,B&B STEEL & SUPPLY OF SAN,2000028190,3/11/24,02 01 01,2 X 2 X .250 H.S.T. 20',57000,,900.9,0,0,0,9,2023
CAL,145,B&B STEEL & SUPPLY OF SAN,2000028190,3/11/24,03 01 01,"2 X 2 X .250 H.S.T. 120""",57000,,85.8,0,0,0,9,2023
CAL,145,B&B STEEL & SUPPLY OF SAN,2000028190,3/11/24,04 01 01,"1 /2 II H.R. PLATE 60"" x 84""",57000,,910.66,0,0,0,9,2023
,976,B&H PHOTO & VIDEO,2000026791,7/19/23,01 01 01,BOLIN OD PRO DL OUTPUT 30X PTZ SDI+IP DM,65500,,"3,942.81",0,0,0,1,2023
,976,B&H PHOTO & VIDEO,2000026791,7/19/23,02 01 01,Tax,65500,,285.86,0,0,0,1,2023
,976,B&H PHOTO & VIDEO,2000027033,8/18/23,01 01 01,"LG 32"" Monitor",20460,,0,0,0,"2,801.97",2,2023
,976,B&H PHOTO & VIDEO,2000027033,8/18/23,02 01 01,E-Waste,20460,,0,0,0,40,2,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,01 01 01,Canon RF 24-70 mm lens,57800,,"2,239.93",0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,01 01 01,Canon RF 24-70 mm lens,57800,,-0.01,0,0,0,6,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,02 01 01,PolarPro 82mm Peter McKinnon Signature E,57800,,186.83,0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,03 01 01,Easyrig Minimax w/ Quick Release,57800,,"1,168.79",0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,04 01 01,Aputure LS 600d Daylight LED Monolight,57800,,"1,014.37",0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,05 01 01,Aputure Light Dome Mini III,57800,,92.5,0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,06 01 01,Aputure Lantern Softbox,57800,,80.3,0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,07 01 01,TRP Worldwide Ultrabounce,57800,,76.42,0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,08 01 01,TRP Worldwide Magic Cloth,57800,,126.08,0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,09 01 01,Matthews Hollywood Combo Triple Riser St,57800,,618.58,0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,10 01 01,Matthews Cordura Sandbag,57800,,126.9,0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,11 01 01,Century Wire and Cable Pro Power SJTW Ex,57800,,78.29,0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,12 01 01,"WD 12TB WD120EFBX Red Plus SATA III 3.5""",57800,,"1,878.08",0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,13 01 01,OWC ThunderBay 8 8-Bay Thunderbolt 3 Rai,57800,,814.28,0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,14 01 01,Manfrotto Large Pro Scrim All-in-One Kit,57800,,869.2,0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000027527,10/26/23,15 01 01,EcoFlow DELTA Max 1600 Portable Power St,57800,,976.66,0,0,0,4,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,01 01 01,IKAN LYRA 1x2 DAYLIGHT STUDIO LIGHT w/DM,28545,,"6,443.04",0,0,0,7,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,01 01 02,IKAN LYRA 1x2 DAYLIGHT STUDIO LIGHT w/DM,28545,,"3,948.96",0,0,0,7,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,01 01 02,IKAN LYRA 1x2 DAYLIGHT STUDIO LIGHT w/DM,28545,,"-2,500.05",0,0,0,12,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,02 01 01,IKAN LWX8 LYRA DAYLIGHT STUDIO LIGHT w/D,28545,,"1,915.13",0,0,0,7,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,02 01 02,IKAN LWX8 LYRA DAYLIGHT STUDIO LIGHT w/D,28545,,"1,173.79",0,0,0,7,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,02 01 02,IKAN LWX8 LYRA DAYLIGHT STUDIO LIGHT w/D,28545,,"-1,019.19",0,0,0,12,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,03 01 01,IKAN 30D H/C f/LYRA LBX20/LCX21 1x2 STD,28545,,93.33,0,0,0,7,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,03 01 02,IKAN 30D H/C f/LYRA LBX20/LCX21 1x2 STD,28545,,57.21,0,0,0,7,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,04 01 01,IKAN BARN DOORS f/ LYRA 1x2' SOFT LIGHT/,28545,,279.37,0,0,0,7,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,04 01 02,IKAN BARN DOORS f/ LYRA 1x2' SOFT LIGHT/,28545,,171.23,0,0,0,7,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,04 01 02,IKAN BARN DOORS f/ LYRA 1x2' SOFT LIGHT/,28545,,-171.23,0,0,0,12,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,05 01 01,ARRI MEGA-SWIVEL PIPE CLAMP w/BOLT/REG,28545,,138.45,0,0,0,7,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,05 01 01,ARRI MEGA-SWIVEL PIPE CLAMP w/BOLT/REG,28545,,-138.45,0,0,0,12,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,05 01 02,ARRI MEGA-SWIVEL PIPE CLAMP w/BOLT/REG,28545,,84.85,0,0,0,7,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,05 01 02,ARRI MEGA-SWIVEL PIPE CLAMP w/BOLT/REG,28545,,-84.85,0,0,0,12,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,06 01 01,Tax,28545,,643.03,0,0,0,7,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,06 01 01,Tax,28545,,-643.03,0,0,0,12,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,06 01 02,Tax,28545,,394.11,0,0,0,7,2023
,976,B&H PHOTO & VIDEO,2000028038,1/31/24,06 01 02,Tax,28545,,-394.11,0,0,0,12,2023
OSB,6525,B&T SVC STN CONTRACTORS,2000025361,1/10/23,02 01 01,Compliance Testing 2024,96200,,0,"-1,150.00",0,0,12,2023
OSB,6525,B&T SVC STN CONTRACTORS,2000025361,1/10/23,03 01 01,Compliance Testing 2025,96200,,0,"-1,150.00",0,0,12,2023
OSB,6525,B&T SVC STN CONTRACTORS,2000027624,11/8/23,01 01 01,Diesel Tank Hose Services,96200,,0,"3,000.00",0,0,5,2023
,57628,"BABY FINGERS, INC",2000027965,1/22/24,01 01 01,Guest Artist Music Workshop - CLA Speake,96200,,0,"1,500.00",0,0,7,2023
,57628,"BABY FINGERS, INC",2000027965,1/22/24,02 01 01,Guest Artist Music Workshop - Jazz Band,96200,,0,500,0,0,7,2023
,55579,"BAKER TILLY US, LLP-WTHD",2000027890,1/3/24,01 01 01,Current State Compliance Activities Asse,91800,,0,"55,000.00",0,0,7,2023
,56919,BANTARAY,2000026935,8/3/23,01 01 01,4 Camera Broadcast at 6 Football Games,96200,,0,"15,000.00",0,0,2,2023
,56919,BANTARAY,2000026935,8/3/23,02 01 01,Production Crew  for 6 Football games,96200,,0,"51,600.00",0,0,2,2023
,56919,BANTARAY,2000026935,8/3/23,03 01 01,Approved Travel Expenses,96200,,0,"8,400.00",0,0,2,2023
,52771,"BAY AREA CONCRETES, INC.",2000027536,11/1/23,01 01 01,FR7689 ATHL Janssen Softball Field MRU 1,96200,,0,"19,900.00",0,0,5,2023
,52771,"BAY AREA CONCRETES, INC.",2000027536,11/1/23,02 01 01,Change Order #1 Separately set up and po,96200,,0,"18,752.00",0,0,9,2023
,53001,BAY AREA ONLINE SPORTS NE,2000021238,3/12/21,02 01 01,2 games @ $6800 each,96200,,0,"-12,800.00",0,0,6,2023
,57984,BBJ LA TAVOLA LINEN,2000028260,3/11/24,01 01 01,Linen rental for DAC Spring dinner,3700,,"2,624.20",0,0,0,9,2023
,53890,BEAM,2000027610,11/22/23,01 01 01,MF7708 Roof Repair & Safety Tie Off's -,96200,,0,"24,200.00",0,0,5,2023
,57608,BEAR IMAGES PHOTOGRAPHIC,2000027918,1/18/24,01 01 01,Canon Pro-6100 Printer,20400,,0,0,0,"12,253.94",7,2023
,57608,BEAR IMAGES PHOTOGRAPHIC,2000027918,1/18/24,01 01 02,Canon Pro-6100 Printer,20400,,0,0,0,123.78,7,2023
